image,det_idx,x1,y1,x2,y2,orig_count,primary_cls,primary_conf,pose_overlap,clip_pred,clip_conf,final_conf,action,notes
0036_jpg.rf.9fb1a64157f7a851e08a0ae24dbd6765.jpg,1,72,39,96,73,2,1,0.8711938261985779,0.0,0,0.9326171875,0.7092,low_conf,
0036_jpg.rf.9fb1a64157f7a851e08a0ae24dbd6765.jpg,2,96,105,115,132,2,1,0.8685740232467651,0.0,0,0.8740234375,0.6959,low_conf,
0036_jpg.rf.a1b113b6d944b7e8266fd0b2daf831ba.jpg,1,168,61,191,97,2,1,0.8488197326660156,0.0,0,0.85205078125,0.6797,low_conf,
0036_jpg.rf.a1b113b6d944b7e8266fd0b2daf831ba.jpg,2,122,112,142,140,2,1,0.8417662382125854,0.0,0,0.8916015625,0.6834,low_conf,
0041_jpg.rf.3300c087f4aa271869bfa5a66b45ef5e.jpg,1,167,60,184,92,2,1,0.8879309892654419,0.0,0,0.7431640625,0.6814,low_conf,
0041_jpg.rf.3300c087f4aa271869bfa5a66b45ef5e.jpg,2,124,111,142,139,2,1,0.8620355725288391,0.0,0,0.92529296875,0.7023,low_conf,
0041_jpg.rf.c0a9bf5cecd59b67ae50f65e90c3ad12.jpg,1,146,43,167,74,2,1,0.8898123502731323,0.0,0,0.90478515625,0.7148,low_conf,
0041_jpg.rf.c0a9bf5cecd59b67ae50f65e90c3ad12.jpg,2,124,107,144,135,2,1,0.842536449432373,0.0,0,0.82421875,0.6704,low_conf,
0041_jpg.rf.ed68b95fa4fdc1a6ad340fac8d73ee46.jpg,1,169,62,188,96,2,1,0.8807984590530396,0.0,0,0.80078125,0.6886,low_conf,
0041_jpg.rf.ed68b95fa4fdc1a6ad340fac8d73ee46.jpg,2,123,112,143,139,2,1,0.8549976944923401,0.0,0,0.90966796875,0.6949,low_conf,
0041_png.rf.5cbc29751badaa7c5f5c36e8bafbe06f.jpg,1,379,299,483,401,1,1,0.8646256923675537,0.0,0,0.92822265625,0.7044,low_conf,
0041_png.rf.5cbc29751badaa7c5f5c36e8bafbe06f.jpg,2,462,110,637,230,1,1,0.5017521381378174,0.0,0,0.9228515625,0.4856,low_conf,
0041_png.rf.a518491e9fed62ea30375b5e8701e05a.jpg,1,157,237,262,336,1,1,0.8785892128944397,0.0,0,0.5849609375,0.6441,low_conf,
0041_png.rf.a518491e9fed62ea30375b5e8701e05a.jpg,2,45,393,154,495,1,1,0.538301944732666,0.0,0,0.89501953125,0.5020,low_conf,
0041_png.rf.a899f0324781a36bb6d8ebff99452e88.jpg,1,236,385,342,479,1,1,0.8951177000999451,0.0,1,0.51953125,0.6410,low_conf,
0041_png.rf.a899f0324781a36bb6d8ebff99452e88.jpg,2,374,336,459,461,1,1,0.8122146129608154,0.0,0,0.61865234375,0.6111,low_conf,
0045_jpg.rf.19c9c780ebdefcccaa8b76af5bf09dfc.jpg,1,60,57,75,88,2,1,0.8916059136390686,0.0,0,0.7373046875,0.6824,low_conf,
0045_jpg.rf.19c9c780ebdefcccaa8b76af5bf09dfc.jpg,2,99,112,113,137,2,1,0.8549056649208069,0.0,0,0.78515625,0.6700,low_conf,
0045_jpg.rf.a7882bd9e4d1762cf2aeeb250f17fc42.jpg,1,74,44,96,74,2,1,0.8676761388778687,0.0,0,0.90966796875,0.7025,low_conf,
0045_jpg.rf.a7882bd9e4d1762cf2aeeb250f17fc42.jpg,2,94,106,115,135,2,1,0.8674340844154358,0.0,0,0.87255859375,0.6950,low_conf,
0045_png.rf.02d3d49053810b9196aff7395e2e3fbf.jpg,1,343,180,443,278,2,1,0.9105009436607361,0.0,0,0.7548828125,0.6973,low_conf,
0045_png.rf.02d3d49053810b9196aff7395e2e3fbf.jpg,2,382,293,485,389,2,1,0.8313029408454895,0.0,0,0.640625,0.6269,low_conf,
0045_png.rf.65fed6fe1c5bc567a12d4e1883e47be8.jpg,1,241,387,343,484,2,1,0.8906210064888,0.0,1,0.5078125,0.6359,low_conf,
0045_png.rf.65fed6fe1c5bc567a12d4e1883e47be8.jpg,2,371,336,454,457,2,1,0.8612427115440369,0.0,0,0.84814453125,0.6864,low_conf,
0045_png.rf.849826c01057d7835f9717240a5b2b3a.jpg,1,362,345,462,447,2,1,0.9213568568229675,0.0,0,0.69921875,0.6927,low_conf,
0045_png.rf.849826c01057d7835f9717240a5b2b3a.jpg,2,241,379,347,483,2,1,0.8353062272071838,0.0,0,0.8173828125,0.6647,low_conf,
0046_png.rf.a006cb68b3534a63e7977e1299b7c885.jpg,1,347,177,444,274,2,1,0.8752166032791138,0.0,0,0.9072265625,0.7066,low_conf,
0046_png.rf.a006cb68b3534a63e7977e1299b7c885.jpg,2,387,294,487,392,2,1,0.8623015284538269,0.0,0,0.90576171875,0.6985,low_conf,
0046_png.rf.cc4ececdf95bc97ef5f7b4da223e6375.jpg,1,244,387,346,484,2,1,0.8960902094841003,0.0,1,0.53125,0.6439,low_conf,
0046_png.rf.cc4ececdf95bc97ef5f7b4da223e6375.jpg,2,371,335,453,456,2,1,0.8483237028121948,0.0,0,0.87744140625,0.6845,low_conf,
0046_png.rf.e78099141cdc381741989d3bfc55421b.jpg,1,244,386,346,484,2,1,0.8983529806137085,0.0,1,0.51171875,0.6414,low_conf,
0046_png.rf.e78099141cdc381741989d3bfc55421b.jpg,2,371,335,453,455,2,1,0.8456803560256958,0.0,0,0.87890625,0.6832,low_conf,
0054_png.rf.1c3daf3f6de18283f712241202841909.jpg,1,405,337,452,431,1,1,0.8531646132469177,0.0,0,0.88232421875,0.6884,low_conf,
0054_png.rf.61f9735c7a70a5b795e719139081044a.jpg,1,405,337,452,431,1,1,0.8526574969291687,0.0,0,0.9033203125,0.6923,low_conf,
0054_png.rf.694caba2c8cc172a6c106a646bee7211.jpg,1,405,337,452,432,1,1,0.8539891242980957,0.0,0,0.82666015625,0.6777,low_conf,
0062_jpg.rf.53feb22e5b5dd8fb5876654e054aac2e.jpg,1,125,108,144,134,2,1,0.8587771058082581,0.0,0,0.85205078125,0.6857,low_conf,
0062_jpg.rf.53feb22e5b5dd8fb5876654e054aac2e.jpg,2,166,94,184,116,2,1,0.8223135471343994,0.0,0,0.689453125,0.6313,low_conf,
0080_jpg.rf.1b4f3bf650a97ddff320aef04ceb1e4d.jpg,1,99,105,113,129,2,1,0.8456792831420898,0.0,0,0.83984375,0.6754,low_conf,
0080_jpg.rf.1b4f3bf650a97ddff320aef04ceb1e4d.jpg,2,55,112,72,138,2,1,0.7949346303939819,0.0,0,0.87060546875,0.6511,low_conf,
0080_jpg.rf.6657d0a9d12d479e6f02aec48fb1bebd.jpg,1,99,105,113,129,2,1,0.8443211913108826,0.0,0,0.83349609375,0.6733,low_conf,
0080_jpg.rf.6657d0a9d12d479e6f02aec48fb1bebd.jpg,2,55,112,72,138,2,1,0.7938988208770752,0.0,0,0.8740234375,0.6511,low_conf,
0080_jpg.rf.c746024c2092faa9dd832da70d45eb1e.jpg,1,54,103,73,129,2,1,0.8654901385307312,0.0,0,0.77197265625,0.6737,low_conf,
0080_jpg.rf.c746024c2092faa9dd832da70d45eb1e.jpg,2,99,102,115,128,2,1,0.8536748886108398,0.0,0,0.9033203125,0.6929,low_conf,
0081_jpg.rf.767eccf60f80337f3a85c34b1ff4c223.jpg,1,124,106,143,133,2,1,0.8508110642433167,0.0,0,0.92724609375,0.6959,low_conf,
0081_jpg.rf.767eccf60f80337f3a85c34b1ff4c223.jpg,2,164,120,185,149,2,1,0.8462594747543335,0.0,0,0.8056640625,0.6689,low_conf,
0081_jpg.rf.f690756ad49c951da8e8c4d5525adcd8.jpg,1,122,100,142,128,2,1,0.9082517027854919,0.0,0,0.9033203125,0.7256,low_conf,
0081_jpg.rf.f690756ad49c951da8e8c4d5525adcd8.jpg,2,164,95,186,123,2,1,0.861413836479187,0.0,0,0.88232421875,0.6933,low_conf,
0082_jpg.rf.08ece340a878f4c7a41033bc7d2a0ea6.jpg,1,55,110,71,135,2,1,0.8570669889450073,0.0,0,0.8291015625,0.6801,low_conf,
0082_jpg.rf.08ece340a878f4c7a41033bc7d2a0ea6.jpg,2,99,104,113,129,2,1,0.8449321389198303,0.0,0,0.61865234375,0.6307,low_conf,
0082_jpg.rf.77a60a04acdd6d3e43ec5999a1b93ab6.jpg,1,168,107,185,134,2,1,0.8802306652069092,0.0,0,0.7216796875,0.6725,low_conf,
0082_jpg.rf.77a60a04acdd6d3e43ec5999a1b93ab6.jpg,2,126,104,140,128,2,1,0.8452109694480896,0.0,0,0.56201171875,0.6195,low_conf,
0082_jpg.rf.926bb4202df95f408c5b61abdddb7a54.jpg,1,54,118,74,146,2,1,0.86127108335495,0.0,0,0.763671875,0.6695,low_conf,
0082_jpg.rf.926bb4202df95f408c5b61abdddb7a54.jpg,2,97,106,115,132,2,1,0.8574044704437256,0.0,0,0.896484375,0.6937,low_conf,
0087_jpg.rf.1fc7a303cc3911e1f5298c1f1813ccde.jpg,1,165,118,186,143,2,1,0.8615277409553528,0.0,0,0.76904296875,0.6707,low_conf,
0087_jpg.rf.1fc7a303cc3911e1f5298c1f1813ccde.jpg,2,123,106,144,134,2,1,0.8447203636169434,0.0,0,0.91845703125,0.6905,low_conf,
0087_jpg.rf.ca338ade131852aed639c7a76013aa5d.jpg,1,99,104,113,128,2,1,0.8539591431617737,0.0,0,0.85009765625,0.6824,low_conf,
0087_jpg.rf.ca338ade131852aed639c7a76013aa5d.jpg,2,55,107,70,129,2,1,0.8489335775375366,0.0,0,0.71240234375,0.6518,low_conf,
0087_jpg.rf.da97c6eea07d1b96694032c71a8006a1.jpg,1,54,98,72,122,2,1,0.8730477690696716,0.0,0,0.861328125,0.6961,low_conf,
0087_jpg.rf.da97c6eea07d1b96694032c71a8006a1.jpg,2,99,101,115,129,2,1,0.836915135383606,0.0,0,0.5849609375,0.6191,low_conf,
0095_jpg.rf.00032cbb0dac30e6bb762b6f18c96a3b.jpg,1,96,106,116,134,2,1,0.8738595843315125,0.0,0,0.87890625,0.7001,low_conf,
0095_jpg.rf.00032cbb0dac30e6bb762b6f18c96a3b.jpg,2,52,116,73,142,2,1,0.8629385232925415,0.0,0,0.85595703125,0.6890,low_conf,
0095_jpg.rf.a1fd98bd5ec834a8919c53fa853e0423.jpg,1,53,102,70,124,2,1,0.8602822422981262,0.0,0,0.77197265625,0.6706,low_conf,
0095_jpg.rf.a1fd98bd5ec834a8919c53fa853e0423.jpg,2,99,104,113,129,2,1,0.8548523783683777,0.0,0,0.71240234375,0.6554,low_conf,
0095_png.rf.0e80f98138927722ab93737059a75661.jpg,1,263,281,378,465,2,1,0.8755818009376526,0.0,0,0.63330078125,0.6520,low_conf,
0095_png.rf.0e80f98138927722ab93737059a75661.jpg,2,384,396,441,501,2,1,0.8594312071800232,0.0,0,0.7490234375,0.6655,low_conf,
0095_png.rf.843a9d9d03e538c6316805c690c00772.jpg,1,249,302,402,442,2,1,0.8817257285118103,0.0,0,0.87890625,0.7048,low_conf,
0095_png.rf.843a9d9d03e538c6316805c690c00772.jpg,2,381,402,444,508,2,1,0.7038672566413879,0.0,0,0.8447265625,0.5913,low_conf,
0095_png.rf.dcf37c36dadb805c94bbe46620af18b2.jpg,1,176,263,353,378,2,1,0.8937110900878906,0.0,0,0.63720703125,0.6637,low_conf,
0095_png.rf.dcf37c36dadb805c94bbe46620af18b2.jpg,2,138,383,243,437,2,1,0.8342040777206421,0.0,0,0.81298828125,0.6631,low_conf,
0096_png.rf.6c3aa5db06e12fed817f967bf2b7aef5.jpg,1,181,263,357,380,2,1,0.9051083922386169,0.0,0,0.8740234375,0.7179,low_conf,
0096_png.rf.6c3aa5db06e12fed817f967bf2b7aef5.jpg,2,141,374,220,456,2,1,0.8836970925331116,0.0,0,0.83984375,0.6982,low_conf,
0102_jpg.rf.46b88df4b4969d5a435098548dd65d5f.jpg,1,130,87,145,119,2,1,0.867482602596283,0.0,0,0.61865234375,0.6442,low_conf,
0102_jpg.rf.46b88df4b4969d5a435098548dd65d5f.jpg,2,163,74,181,105,2,1,0.8404682874679565,0.0,0,0.708984375,0.6461,low_conf,
0109_jpg.rf.7ebe9ab4eaff8b6791e3c25d4906cc85.jpg,1,133,75,153,108,2,1,0.8573647737503052,0.0,0,0.87744140625,0.6899,low_conf,
0109_jpg.rf.7ebe9ab4eaff8b6791e3c25d4906cc85.jpg,2,154,59,176,94,2,1,0.8505398035049438,0.0,0,0.546875,0.6197,low_conf,
0109_jpg.rf.bb44473793428a2c8fc60f1ca8c11b4e.jpg,1,133,75,153,108,2,1,0.86174076795578,0.0,0,0.87255859375,0.6916,low_conf,
0109_jpg.rf.bb44473793428a2c8fc60f1ca8c11b4e.jpg,2,154,59,176,94,2,1,0.8446604013442993,0.0,0,0.5234375,0.6115,low_conf,
0109_jpg.rf.c38179fdf1d48470d604ed41afdf8ec5.jpg,1,133,75,153,108,2,1,0.8590605854988098,0.0,0,0.9150390625,0.6984,low_conf,
0109_jpg.rf.c38179fdf1d48470d604ed41afdf8ec5.jpg,2,154,59,176,94,2,1,0.8474444150924683,0.0,0,0.708984375,0.6503,low_conf,
0109_png.rf.a07b6ba8a8b8bcf9eb69dcfde37f27c7.jpg,1,176,210,252,292,2,1,0.7998301386833191,0.0,0,0.740234375,0.6279,low_conf,
0109_png.rf.a07b6ba8a8b8bcf9eb69dcfde37f27c7.jpg,2,98,409,201,463,2,1,0.7179766297340393,0.0,0,0.67578125,0.5659,low_conf,
0109_png.rf.a652d1678521bec42bd710536ac2e384.jpg,1,219,387,297,464,2,1,0.9366421103477478,0.0,0,0.55810546875,0.6736,low_conf,
0109_png.rf.a652d1678521bec42bd710536ac2e384.jpg,2,397,456,479,536,2,1,0.8939259052276611,0.0,1,0.640625,0.6645,low_conf,
0109_png.rf.cf5a796c0225526af8124a2ef3913f81.jpg,1,223,381,275,478,2,1,0.8104894757270813,0.0,0,0.50390625,0.5871,low_conf,
0109_png.rf.cf5a796c0225526af8124a2ef3913f81.jpg,2,412,434,464,540,2,1,0.6702742576599121,0.0,0,0.58154296875,0.5185,low_conf,
0116_jpg.rf.0f8b222005a5b1c2f5a3b3c182710091.jpg,1,77,85,98,119,2,1,0.88264000415802,0.0,0,0.92822265625,0.7152,low_conf,
0116_jpg.rf.0f8b222005a5b1c2f5a3b3c182710091.jpg,2,48,77,70,114,2,1,0.8541505336761475,0.0,0,0.708984375,0.6543,low_conf,
0116_jpg.rf.7ba42ea80a2500a3c548d2517c70ef38.jpg,1,77,85,98,117,2,1,0.8720806837081909,0.0,0,0.90185546875,0.7036,low_conf,
0116_jpg.rf.7ba42ea80a2500a3c548d2517c70ef38.jpg,2,49,75,70,112,2,1,0.8627541661262512,0.0,0,0.70263671875,0.6582,low_conf,
0116_jpg.rf.952d794fcbca7dca6a563b61e5813853.jpg,1,154,52,173,88,2,1,0.8919919729232788,0.0,0,0.76904296875,0.6890,low_conf,
0116_jpg.rf.952d794fcbca7dca6a563b61e5813853.jpg,2,130,73,150,107,2,1,0.8891682624816895,0.0,0,0.92822265625,0.7191,low_conf,
0118_png.rf.4373aed38631f98caeea042bca0adcb0.jpg,1,379,418,466,548,2,1,0.806560218334198,0.0,0,0.79833984375,0.6436,low_conf,
0118_png.rf.4373aed38631f98caeea042bca0adcb0.jpg,2,256,401,358,519,2,1,0.7267745733261108,0.0,0,0.63720703125,0.5635,low_conf,
0118_png.rf.596093fb0905bc1474f9c59b0dcd5232.jpg,1,115,250,228,358,2,1,0.8862447738647461,0.0,0,0.80322265625,0.6924,low_conf,
0118_png.rf.596093fb0905bc1474f9c59b0dcd5232.jpg,2,98,365,206,473,2,1,0.8720051646232605,0.0,0,0.55078125,0.6334,low_conf,
0118_png.rf.596093fb0905bc1474f9c59b0dcd5232.jpg,3,0,399,105,524,2,1,0.25369423627853394,0.0,0,0.80078125,0.3124,low_conf,
0125_jpg.rf.4e04f49ac2acab74d5f74e2af30d2e17.jpg,1,171,74,191,109,2,1,0.8626967072486877,0.0,0,0.76611328125,0.6708,low_conf,
0125_jpg.rf.4e04f49ac2acab74d5f74e2af30d2e17.jpg,2,129,90,147,119,2,1,0.8506652116775513,0.0,0,0.97607421875,0.7056,low_conf,
0125_jpg.rf.ec0ef1e3bad2fc40db1fac3c28062c76.jpg,1,99,87,114,114,2,1,0.8550147414207458,0.0,0,0.85009765625,0.6830,low_conf,
0125_jpg.rf.ec0ef1e3bad2fc40db1fac3c28062c76.jpg,2,63,57,78,91,2,1,0.8517262935638428,0.0,0,0.86328125,0.6837,low_conf,
0125_jpg.rf.f6792136c2e900ca92c73a4dbe2aec56.jpg,1,169,72,190,107,2,1,0.8480335474014282,0.0,0,0.80810546875,0.6704,low_conf,
0125_jpg.rf.f6792136c2e900ca92c73a4dbe2aec56.jpg,2,128,90,145,119,2,1,0.8333228826522827,0.0,0,0.92919921875,0.6858,low_conf,
0130_jpg.rf.3fa279cd92e39e3e61acc86719c53e0d.jpg,1,171,62,187,94,2,1,0.8676320910453796,0.0,0,0.7744140625,0.6755,low_conf,
0130_jpg.rf.3fa279cd92e39e3e61acc86719c53e0d.jpg,2,126,92,139,116,2,1,0.8452606201171875,0.0,0,0.8310546875,0.6734,low_conf,
0130_jpg.rf.717f838d587fd033557d9beeee1ebc01.jpg,1,124,90,137,114,2,1,0.860383927822113,0.0,0,0.87744140625,0.6917,low_conf,
0130_jpg.rf.717f838d587fd033557d9beeee1ebc01.jpg,2,166,55,180,85,2,1,0.8562894463539124,0.0,0,0.689453125,0.6517,low_conf,
0130_jpg.rf.a15d111b7fc0a74661cb3f83463af4cc.jpg,1,62,51,78,84,2,1,0.8703967332839966,0.0,0,0.66552734375,0.6553,low_conf,
0130_jpg.rf.a15d111b7fc0a74661cb3f83463af4cc.jpg,2,103,89,117,114,2,1,0.8479433655738831,0.0,0,0.6259765625,0.6340,low_conf,
0136_jpg.rf.46edd82d0c67c16e6eedcf502fc29a76.jpg,1,59,49,74,80,2,1,0.892524003982544,0.0,0,0.77197265625,0.6899,low_conf,
0136_jpg.rf.46edd82d0c67c16e6eedcf502fc29a76.jpg,2,103,95,116,120,2,1,0.8269354701042175,0.0,0,0.85986328125,0.6681,low_conf,
0136_jpg.rf.f88cde2454ce07bc3b3c03ca145e0e24.jpg,1,165,49,181,80,2,1,0.867358922958374,0.0,0,0.83349609375,0.6871,low_conf,
0136_jpg.rf.f88cde2454ce07bc3b3c03ca145e0e24.jpg,2,123,95,137,121,2,1,0.8313950300216675,0.0,0,0.82666015625,0.6642,low_conf,
0136_jpg.rf.fd924feeb350f66ed57df4ef07eba756.jpg,1,171,54,185,87,2,1,0.8673123121261597,1.0,0,0.8310546875,0.8866,flagged,
0136_jpg.rf.fd924feeb350f66ed57df4ef07eba756.jpg,2,125,97,137,121,2,1,0.8534440398216248,0.0,0,0.88720703125,0.6895,low_conf,
0142_jpg.rf.1f6961edf688012d0351a11e4266e7bb.jpg,1,174,55,189,88,2,1,0.8537594079971313,0.0,0,0.81298828125,0.6749,low_conf,
0142_jpg.rf.1f6961edf688012d0351a11e4266e7bb.jpg,2,126,98,139,123,2,1,0.8413569927215576,0.0,0,0.79833984375,0.6645,low_conf,
0142_jpg.rf.42e9cd5e094e548f06593308b873be11.jpg,1,159,42,178,77,2,1,0.8688631653785706,0.0,0,0.810546875,0.6834,low_conf,
0142_jpg.rf.42e9cd5e094e548f06593308b873be11.jpg,2,122,94,139,121,2,1,0.8399225473403931,0.0,0,0.89306640625,0.6826,low_conf,
0142_jpg.rf.ab72a081b4babff8aef571c415ce6e28.jpg,1,61,42,81,77,2,1,0.8634595274925232,0.0,0,0.72802734375,0.6637,low_conf,
0142_jpg.rf.ab72a081b4babff8aef571c415ce6e28.jpg,2,101,94,118,121,2,1,0.8409414291381836,0.0,0,0.611328125,0.6268,low_conf,
0146_jpg.rf.6d3843ae962dd76be6136ccd6fb20dd6.jpg,1,172,57,186,86,2,1,0.8503713607788086,0.0,0,0.740234375,0.6583,low_conf,
0146_jpg.rf.6d3843ae962dd76be6136ccd6fb20dd6.jpg,2,126,97,138,123,2,1,0.8260669112205505,0.0,0,0.6259765625,0.6208,low_conf,
0153_jpg.rf.7bb3efd70bee94d3c8bdfcb6388f805f.jpg,1,58,56,74,82,2,1,0.8846030235290527,0.0,0,0.8740234375,0.7056,low_conf,
0153_jpg.rf.7bb3efd70bee94d3c8bdfcb6388f805f.jpg,2,101,97,113,122,2,1,0.8191361427307129,0.0,0,0.6826171875,0.6280,low_conf,
0153_jpg.rf.901ffe1ece4468a20d4bf62ace96a356.jpg,1,157,49,175,77,2,1,0.8745987415313721,1.0,0,0.8291015625,0.8906,flagged,
0153_jpg.rf.901ffe1ece4468a20d4bf62ace96a356.jpg,2,123,94,139,122,2,1,0.8422284722328186,0.0,0,0.74609375,0.6546,low_conf,
